case_id,slice_idx,image_path,lung_mask_path,old_lung_pixels,new_lung_pixels,lesion_pixels
study_0279,26,data/dataset2_mosmed/processed/images/study_0279_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0279_slice_026.npy,27651,21646,0
study_0279,27,data/dataset2_mosmed/processed/images/study_0279_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0279_slice_027.npy,27301,20978,40
study_0279,28,data/dataset2_mosmed/processed/images/study_0279_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0279_slice_028.npy,27347,20778,42
study_0279,29,data/dataset2_mosmed/processed/images/study_0279_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0279_slice_029.npy,27461,20270,0
study_0279,30,data/dataset2_mosmed/processed/images/study_0279_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0279_slice_030.npy,27385,20140,0
study_0280,8,data/dataset2_mosmed/processed/images/study_0280_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_008.npy,21196,6782,0
study_0280,9,data/dataset2_mosmed/processed/images/study_0280_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_009.npy,20891,10372,0
study_0280,10,data/dataset2_mosmed/processed/images/study_0280_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_010.npy,20965,12118,31
study_0280,11,data/dataset2_mosmed/processed/images/study_0280_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_011.npy,20907,15775,47
study_0280,12,data/dataset2_mosmed/processed/images/study_0280_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_012.npy,21760,16918,0
study_0280,13,data/dataset2_mosmed/processed/images/study_0280_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_013.npy,22748,17933,0
study_0280,14,data/dataset2_mosmed/processed/images/study_0280_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_014.npy,20168,14672,130
study_0280,15,data/dataset2_mosmed/processed/images/study_0280_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_015.npy,19962,16036,220
study_0280,16,data/dataset2_mosmed/processed/images/study_0280_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_016.npy,19851,15866,240
study_0280,17,data/dataset2_mosmed/processed/images/study_0280_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_017.npy,19754,15725,279
study_0280,18,data/dataset2_mosmed/processed/images/study_0280_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_018.npy,19752,15486,684
study_0280,19,data/dataset2_mosmed/processed/images/study_0280_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_019.npy,19831,15302,608
study_0280,20,data/dataset2_mosmed/processed/images/study_0280_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_020.npy,19995,15071,793
study_0280,21,data/dataset2_mosmed/processed/images/study_0280_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_021.npy,20274,14881,562
study_0280,22,data/dataset2_mosmed/processed/images/study_0280_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_022.npy,20529,14867,689
study_0280,23,data/dataset2_mosmed/processed/images/study_0280_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_023.npy,20931,14586,758
study_0280,24,data/dataset2_mosmed/processed/images/study_0280_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_024.npy,21356,14014,419
study_0280,25,data/dataset2_mosmed/processed/images/study_0280_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_025.npy,24582,18577,153
study_0280,26,data/dataset2_mosmed/processed/images/study_0280_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_026.npy,24547,18052,12
study_0280,27,data/dataset2_mosmed/processed/images/study_0280_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_027.npy,24243,16688,0
study_0280,28,data/dataset2_mosmed/processed/images/study_0280_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_028.npy,23916,11604,15
study_0280,29,data/dataset2_mosmed/processed/images/study_0280_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_029.npy,24754,9922,68
study_0280,30,data/dataset2_mosmed/processed/images/study_0280_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_030.npy,25648,8408,0
study_0280,31,data/dataset2_mosmed/processed/images/study_0280_slice_031.npy,data/dataset2_mosmed/processed/lung_masks/study_0280_slice_031.npy,26588,7381,0
study_0281,28,data/dataset2_mosmed/processed/images/study_0281_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0281_slice_028.npy,27616,9698,0
study_0281,29,data/dataset2_mosmed/processed/images/study_0281_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0281_slice_029.npy,28592,10463,0
study_0281,30,data/dataset2_mosmed/processed/images/study_0281_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0281_slice_030.npy,29737,11351,69
study_0281,31,data/dataset2_mosmed/processed/images/study_0281_slice_031.npy,data/dataset2_mosmed/processed/lung_masks/study_0281_slice_031.npy,30109,11324,262
study_0281,32,data/dataset2_mosmed/processed/images/study_0281_slice_032.npy,data/dataset2_mosmed/processed/lung_masks/study_0281_slice_032.npy,30096,10938,223
study_0281,33,data/dataset2_mosmed/processed/images/study_0281_slice_033.npy,data/dataset2_mosmed/processed/lung_masks/study_0281_slice_033.npy,30112,10809,67
study_0281,34,data/dataset2_mosmed/processed/images/study_0281_slice_034.npy,data/dataset2_mosmed/processed/lung_masks/study_0281_slice_034.npy,30029,10670,173
study_0281,35,data/dataset2_mosmed/processed/images/study_0281_slice_035.npy,data/dataset2_mosmed/processed/lung_masks/study_0281_slice_035.npy,30178,10535,87
study_0281,36,data/dataset2_mosmed/processed/images/study_0281_slice_036.npy,data/dataset2_mosmed/processed/lung_masks/study_0281_slice_036.npy,30372,10407,70
study_0281,37,data/dataset2_mosmed/processed/images/study_0281_slice_037.npy,data/dataset2_mosmed/processed/lung_masks/study_0281_slice_037.npy,30437,9692,62
study_0281,38,data/dataset2_mosmed/processed/images/study_0281_slice_038.npy,data/dataset2_mosmed/processed/lung_masks/study_0281_slice_038.npy,30557,9557,0
study_0281,39,data/dataset2_mosmed/processed/images/study_0281_slice_039.npy,data/dataset2_mosmed/processed/lung_masks/study_0281_slice_039.npy,30534,9305,0
study_0282,4,data/dataset2_mosmed/processed/images/study_0282_slice_004.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_004.npy,62500,1496,0
study_0282,5,data/dataset2_mosmed/processed/images/study_0282_slice_005.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_005.npy,62500,2764,0
study_0282,6,data/dataset2_mosmed/processed/images/study_0282_slice_006.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_006.npy,62500,5646,216
study_0282,7,data/dataset2_mosmed/processed/images/study_0282_slice_007.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_007.npy,62500,8954,112
study_0282,8,data/dataset2_mosmed/processed/images/study_0282_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_008.npy,62500,12409,0
study_0282,9,data/dataset2_mosmed/processed/images/study_0282_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_009.npy,36475,18367,37
study_0282,10,data/dataset2_mosmed/processed/images/study_0282_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_010.npy,37316,19145,63
study_0282,11,data/dataset2_mosmed/processed/images/study_0282_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_011.npy,29821,22915,62
study_0282,12,data/dataset2_mosmed/processed/images/study_0282_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_012.npy,29232,20777,0
study_0282,13,data/dataset2_mosmed/processed/images/study_0282_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_013.npy,28802,20147,105
study_0282,14,data/dataset2_mosmed/processed/images/study_0282_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_014.npy,28601,22251,37
study_0282,15,data/dataset2_mosmed/processed/images/study_0282_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_015.npy,29030,23136,0
study_0282,16,data/dataset2_mosmed/processed/images/study_0282_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_016.npy,29650,21883,82
study_0282,17,data/dataset2_mosmed/processed/images/study_0282_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_017.npy,29962,21986,120
study_0282,18,data/dataset2_mosmed/processed/images/study_0282_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_018.npy,30136,22048,34
study_0282,19,data/dataset2_mosmed/processed/images/study_0282_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_019.npy,29827,21779,81
study_0282,20,data/dataset2_mosmed/processed/images/study_0282_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_020.npy,31989,20409,0
study_0282,21,data/dataset2_mosmed/processed/images/study_0282_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_021.npy,28607,19287,36
study_0282,22,data/dataset2_mosmed/processed/images/study_0282_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_022.npy,27960,18594,0
study_0282,23,data/dataset2_mosmed/processed/images/study_0282_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_023.npy,27175,18862,0
study_0282,24,data/dataset2_mosmed/processed/images/study_0282_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_024.npy,26136,17779,35
study_0282,25,data/dataset2_mosmed/processed/images/study_0282_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_025.npy,25132,16383,0
study_0282,26,data/dataset2_mosmed/processed/images/study_0282_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_026.npy,24270,14655,0
study_0282,27,data/dataset2_mosmed/processed/images/study_0282_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_027.npy,23315,12143,0
study_0282,28,data/dataset2_mosmed/processed/images/study_0282_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_028.npy,23485,10907,48
study_0282,29,data/dataset2_mosmed/processed/images/study_0282_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_029.npy,25038,7985,55
study_0282,30,data/dataset2_mosmed/processed/images/study_0282_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_030.npy,26830,5898,0
study_0282,31,data/dataset2_mosmed/processed/images/study_0282_slice_031.npy,data/dataset2_mosmed/processed/lung_masks/study_0282_slice_031.npy,28671,4194,0
study_0283,11,data/dataset2_mosmed/processed/images/study_0283_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0283_slice_011.npy,62492,8366,0
study_0283,12,data/dataset2_mosmed/processed/images/study_0283_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0283_slice_012.npy,62492,9539,0
study_0283,13,data/dataset2_mosmed/processed/images/study_0283_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0283_slice_013.npy,62491,10389,114
study_0283,14,data/dataset2_mosmed/processed/images/study_0283_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0283_slice_014.npy,34461,10958,524
study_0283,15,data/dataset2_mosmed/processed/images/study_0283_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0283_slice_015.npy,34009,12002,552
study_0283,16,data/dataset2_mosmed/processed/images/study_0283_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0283_slice_016.npy,33657,12279,601
study_0283,17,data/dataset2_mosmed/processed/images/study_0283_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0283_slice_017.npy,26489,14535,0
study_0283,18,data/dataset2_mosmed/processed/images/study_0283_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0283_slice_018.npy,26485,12239,2
study_0284,0,data/dataset2_mosmed/processed/images/study_0284_slice_000.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_000.npy,62500,5118,0
study_0284,1,data/dataset2_mosmed/processed/images/study_0284_slice_001.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_001.npy,62500,6772,6
study_0284,2,data/dataset2_mosmed/processed/images/study_0284_slice_002.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_002.npy,62500,7684,0
study_0284,3,data/dataset2_mosmed/processed/images/study_0284_slice_003.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_003.npy,62500,8315,0
study_0284,9,data/dataset2_mosmed/processed/images/study_0284_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_009.npy,62500,11099,0
study_0284,10,data/dataset2_mosmed/processed/images/study_0284_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_010.npy,62500,11725,0
study_0284,11,data/dataset2_mosmed/processed/images/study_0284_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_011.npy,62500,16510,90
study_0284,12,data/dataset2_mosmed/processed/images/study_0284_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_012.npy,62500,12198,55
study_0284,13,data/dataset2_mosmed/processed/images/study_0284_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_013.npy,62500,18676,289
study_0284,14,data/dataset2_mosmed/processed/images/study_0284_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_014.npy,62500,19038,499
study_0284,15,data/dataset2_mosmed/processed/images/study_0284_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_015.npy,62500,19024,876
study_0284,16,data/dataset2_mosmed/processed/images/study_0284_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_016.npy,62500,13485,1116
study_0284,17,data/dataset2_mosmed/processed/images/study_0284_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_017.npy,62500,13120,670
study_0284,18,data/dataset2_mosmed/processed/images/study_0284_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_018.npy,62500,12744,528
study_0284,19,data/dataset2_mosmed/processed/images/study_0284_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_019.npy,62500,18510,296
study_0284,20,data/dataset2_mosmed/processed/images/study_0284_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_020.npy,62500,18455,0
study_0284,21,data/dataset2_mosmed/processed/images/study_0284_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_021.npy,38168,19128,0
study_0284,22,data/dataset2_mosmed/processed/images/study_0284_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_022.npy,27196,18462,0
study_0284,23,data/dataset2_mosmed/processed/images/study_0284_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_023.npy,26899,18326,0
study_0284,24,data/dataset2_mosmed/processed/images/study_0284_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_024.npy,26791,18506,55
study_0284,25,data/dataset2_mosmed/processed/images/study_0284_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_025.npy,27329,17831,289
study_0284,26,data/dataset2_mosmed/processed/images/study_0284_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_026.npy,28042,11819,288
study_0284,27,data/dataset2_mosmed/processed/images/study_0284_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_027.npy,28741,11464,157
study_0284,28,data/dataset2_mosmed/processed/images/study_0284_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_028.npy,29526,10855,0
study_0284,29,data/dataset2_mosmed/processed/images/study_0284_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0284_slice_029.npy,30295,13651,0
study_0285,2,data/dataset2_mosmed/processed/images/study_0285_slice_002.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_002.npy,19861,7462,0
study_0285,3,data/dataset2_mosmed/processed/images/study_0285_slice_003.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_003.npy,19796,8049,0
study_0285,4,data/dataset2_mosmed/processed/images/study_0285_slice_004.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_004.npy,19702,8609,75
study_0285,5,data/dataset2_mosmed/processed/images/study_0285_slice_005.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_005.npy,19684,9510,0
study_0285,6,data/dataset2_mosmed/processed/images/study_0285_slice_006.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_006.npy,19785,10396,180
study_0285,7,data/dataset2_mosmed/processed/images/study_0285_slice_007.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_007.npy,21993,11691,0
study_0285,8,data/dataset2_mosmed/processed/images/study_0285_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_008.npy,24084,19223,93
study_0285,9,data/dataset2_mosmed/processed/images/study_0285_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_009.npy,26583,21760,208
study_0285,10,data/dataset2_mosmed/processed/images/study_0285_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_010.npy,20470,16446,37
study_0285,11,data/dataset2_mosmed/processed/images/study_0285_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_011.npy,20638,16519,86
study_0285,12,data/dataset2_mosmed/processed/images/study_0285_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_012.npy,20772,16303,0
study_0285,13,data/dataset2_mosmed/processed/images/study_0285_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_013.npy,20859,16021,129
study_0285,14,data/dataset2_mosmed/processed/images/study_0285_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_014.npy,20966,15530,295
study_0285,15,data/dataset2_mosmed/processed/images/study_0285_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_015.npy,21065,15172,273
study_0285,16,data/dataset2_mosmed/processed/images/study_0285_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_016.npy,21172,15353,97
study_0285,17,data/dataset2_mosmed/processed/images/study_0285_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_017.npy,21344,15663,182
study_0285,18,data/dataset2_mosmed/processed/images/study_0285_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_018.npy,21598,15648,391
study_0285,19,data/dataset2_mosmed/processed/images/study_0285_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_019.npy,21893,15294,50
study_0285,20,data/dataset2_mosmed/processed/images/study_0285_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_020.npy,22233,14869,0
study_0285,21,data/dataset2_mosmed/processed/images/study_0285_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_021.npy,22560,14409,0
study_0285,22,data/dataset2_mosmed/processed/images/study_0285_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_022.npy,22918,14045,45
study_0285,23,data/dataset2_mosmed/processed/images/study_0285_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_023.npy,23316,13447,0
study_0285,24,data/dataset2_mosmed/processed/images/study_0285_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_024.npy,23759,12479,0
study_0285,26,data/dataset2_mosmed/processed/images/study_0285_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_026.npy,24771,10544,0
study_0285,27,data/dataset2_mosmed/processed/images/study_0285_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_027.npy,25361,9167,0
study_0285,28,data/dataset2_mosmed/processed/images/study_0285_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_028.npy,25975,7582,16
study_0285,29,data/dataset2_mosmed/processed/images/study_0285_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_029.npy,26658,7644,0
study_0285,30,data/dataset2_mosmed/processed/images/study_0285_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0285_slice_030.npy,27498,6502,0
study_0286,5,data/dataset2_mosmed/processed/images/study_0286_slice_005.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_005.npy,19081,4633,0
study_0286,6,data/dataset2_mosmed/processed/images/study_0286_slice_006.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_006.npy,18790,7709,0
study_0286,7,data/dataset2_mosmed/processed/images/study_0286_slice_007.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_007.npy,18390,9430,36
study_0286,8,data/dataset2_mosmed/processed/images/study_0286_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_008.npy,18036,12944,248
study_0286,9,data/dataset2_mosmed/processed/images/study_0286_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_009.npy,21074,16418,111
study_0286,10,data/dataset2_mosmed/processed/images/study_0286_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_010.npy,24547,19483,288
study_0286,11,data/dataset2_mosmed/processed/images/study_0286_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_011.npy,25410,17205,408
study_0286,12,data/dataset2_mosmed/processed/images/study_0286_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_012.npy,26759,18668,140
study_0286,13,data/dataset2_mosmed/processed/images/study_0286_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_013.npy,19195,18165,432
study_0286,14,data/dataset2_mosmed/processed/images/study_0286_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_014.npy,18998,17846,428
study_0286,15,data/dataset2_mosmed/processed/images/study_0286_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_015.npy,18826,17892,536
study_0286,16,data/dataset2_mosmed/processed/images/study_0286_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_016.npy,18592,17932,388
study_0286,17,data/dataset2_mosmed/processed/images/study_0286_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_017.npy,18448,18143,1097
study_0286,18,data/dataset2_mosmed/processed/images/study_0286_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_018.npy,26090,21652,974
study_0286,19,data/dataset2_mosmed/processed/images/study_0286_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_019.npy,26351,21743,654
study_0286,20,data/dataset2_mosmed/processed/images/study_0286_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_020.npy,26363,21588,699
study_0286,21,data/dataset2_mosmed/processed/images/study_0286_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_021.npy,25872,21184,419
study_0286,22,data/dataset2_mosmed/processed/images/study_0286_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_022.npy,26027,19088,331
study_0286,23,data/dataset2_mosmed/processed/images/study_0286_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_023.npy,25468,18801,74
study_0286,24,data/dataset2_mosmed/processed/images/study_0286_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_024.npy,25370,18324,177
study_0286,25,data/dataset2_mosmed/processed/images/study_0286_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_025.npy,25182,17998,65
study_0286,26,data/dataset2_mosmed/processed/images/study_0286_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_026.npy,18129,16160,57
study_0286,27,data/dataset2_mosmed/processed/images/study_0286_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_027.npy,18683,15383,40
study_0286,28,data/dataset2_mosmed/processed/images/study_0286_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_028.npy,19346,14079,0
study_0286,29,data/dataset2_mosmed/processed/images/study_0286_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_029.npy,20103,13036,0
study_0286,30,data/dataset2_mosmed/processed/images/study_0286_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_030.npy,23125,15342,107
study_0286,31,data/dataset2_mosmed/processed/images/study_0286_slice_031.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_031.npy,22366,12881,113
study_0286,32,data/dataset2_mosmed/processed/images/study_0286_slice_032.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_032.npy,22843,9135,160
study_0286,33,data/dataset2_mosmed/processed/images/study_0286_slice_033.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_033.npy,24200,9846,0
study_0286,34,data/dataset2_mosmed/processed/images/study_0286_slice_034.npy,data/dataset2_mosmed/processed/lung_masks/study_0286_slice_034.npy,25461,5324,0
study_0287,26,data/dataset2_mosmed/processed/images/study_0287_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0287_slice_026.npy,27844,22827,0
study_0287,27,data/dataset2_mosmed/processed/images/study_0287_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0287_slice_027.npy,27612,22033,0
study_0287,28,data/dataset2_mosmed/processed/images/study_0287_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0287_slice_028.npy,27325,20689,23
study_0287,29,data/dataset2_mosmed/processed/images/study_0287_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0287_slice_029.npy,26744,21146,0
study_0287,30,data/dataset2_mosmed/processed/images/study_0287_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0287_slice_030.npy,26656,21467,0
study_0288,0,data/dataset2_mosmed/processed/images/study_0288_slice_000.npy,data/dataset2_mosmed/processed/lung_masks/study_0288_slice_000.npy,62500,2693,0
study_0288,1,data/dataset2_mosmed/processed/images/study_0288_slice_001.npy,data/dataset2_mosmed/processed/lung_masks/study_0288_slice_001.npy,62500,2624,0
study_0288,2,data/dataset2_mosmed/processed/images/study_0288_slice_002.npy,data/dataset2_mosmed/processed/lung_masks/study_0288_slice_002.npy,62500,2623,40
study_0288,3,data/dataset2_mosmed/processed/images/study_0288_slice_003.npy,data/dataset2_mosmed/processed/lung_masks/study_0288_slice_003.npy,62500,2623,248
study_0288,4,data/dataset2_mosmed/processed/images/study_0288_slice_004.npy,data/dataset2_mosmed/processed/lung_masks/study_0288_slice_004.npy,62500,3491,418
study_0288,5,data/dataset2_mosmed/processed/images/study_0288_slice_005.npy,data/dataset2_mosmed/processed/lung_masks/study_0288_slice_005.npy,62500,4177,716
study_0288,6,data/dataset2_mosmed/processed/images/study_0288_slice_006.npy,data/dataset2_mosmed/processed/lung_masks/study_0288_slice_006.npy,62500,4781,725
study_0288,7,data/dataset2_mosmed/processed/images/study_0288_slice_007.npy,data/dataset2_mosmed/processed/lung_masks/study_0288_slice_007.npy,62500,5331,861
study_0288,8,data/dataset2_mosmed/processed/images/study_0288_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0288_slice_008.npy,62500,6088,1229
study_0288,9,data/dataset2_mosmed/processed/images/study_0288_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0288_slice_009.npy,28381,6787,1253
study_0288,10,data/dataset2_mosmed/processed/images/study_0288_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0288_slice_010.npy,29100,8277,1665
